9143 28391
5007 8111 385
6152 8773 161
4102 2953 -256
1296 4422 -524
1265 6789 -13
5020 1960 499
5178 1742 160
3724 8491 917
3604 5266 573
8398 4934 -580
6411 2644 97
1450 6919 176
2812 8746 890
7469 1591 -254
5115 630 -523
5725 5076 -566
6395 4007 206
2309 5649 -163
5581 540 21
8147 7461 105
3748 1435 61
289 4261 -428
303 4282 -210
2593 7920 -625
1890 6891 382
6420 7280 -382
5119 5022 -351
1040 8895 -541
1913 8810 354
1642 5418 442
3805 4169 -413
9086 4914 628
5393 2123 -371
4784 9126 -412
161 8610 914
391 4516 220
1257 2363 -555
7120 8377 -333
3602 5329 -31
2772 858 -604
3018 1617 -200
1405 7308 -9
7017 2546 -468
5082 1805 -759
5901 5135 -331
2555 5995 869
6026 8702 923
382 8170 900
7223 8860 -120
4834 4157 825
4663 627 154
4752 2894 448
4594 1419 421
5544 737 -305
5282 5609 -400
5715 3614 -429
8281 3663 -469
5463 3210 414
6132 4385 157
6234 8342 264
7018 3005 834
3514 1175 -39
2989 5121 -909
4185 8775 -581
5056 840 235
855 3606 -861
5686 5062 108
30 7568 -326
4073 2447 479
6447 7803 296
2066 4245 509
3007 1139 -565
642 8363 888
4 3509 -589
6477 35 -975
361 7378 -255
6437 1702 374
6259 3176 237
1031 5599 -345
5232 8078 133
7043 4643 -170
7892 7029 366
2926 2618 -138
4103 4111 504
5642 7628 686
3070 3041 -447
2877 4303 -277
2643 7202 65
8102 4709 -924
3983 1695 102
8316 5482 990
7748 1488 465
5457 5449 -168
7033 2638 -76
8495 2112 -743
8886 6594 382
3066 730 508
8348 113 -794
1585 1827 0
49 3665 231
6654 3341 951
4388 1337 -438
5 7661 -188
4622 5324 495
4007 3213 -778
2147 2429 579
289 472 -191
1257 3120 45
1366 8915 -7
5790 7333 373
5998 6676 963
3697 4484 972
3142 6550 578
1520 5228 -173
4781 1389 212
2672 6059 11
4563 8204 -789
7854 5227 -422
6131 8195 -479
7248 8834 -767
3218 6042 588
6376 7189 859
7845 412 465
8008 8288 -900
387 3283 881
1128 2496 -757
2386 729 -847
3482 6761 334
5708 2917 104
2762 1932 -486
775 4571 442
2055 7005 436
8919 2455 699
2906 2791 -345
2070 6129 -380
7663 4126 424
831 4617 -613
7545 9020 322
6557 6405 769
4352 4532 77
5201 4011 962
2571 1346 -514
4438 5389 -70
6270 1031 -916
8990 4096 -607
7430 229 -949
6192 722 -302
4032 7367 860
3104 5131 693
5788 8056 134
5332 5147 -774
4660 4740 -348
2540 5280 297
2429 6498 101
64 467 -291
5099 6340 866
2996 1312 -803
6358 6745 525
5173 8290 -256
7849 8430 907
4581 6410 -878
9038 6796 -671
3849 2898 -918
5362 6970 -997
666 9046 -439
362 1498 383
5017 2943 616
4359 4549 220
8669 5182 -396
3021 3500 645
1330 99 -891
7492 3055 -469
8790 1771 -69
4756 716 -171
2560 1525 4
1867 5040 796
3557 1655 -428
3861 7312 -396
6053 7198 -232
5732 198 975
1672 1436 711
7920 6008 677
9099 1765 -568
1798 3685 159
4881 5451 -430
8212 4034 213
806 3868 258
7694 2475 -757
1469 6951 259
6703 115 -229
885 2512 -297
643 2128 -829
317 1395 777
5739 4620 381
4904 2614 530
7400 950 -885
196 767 879
7819 4183 21
6155 343 377
7171 2999 -407
4479 7798 -649
2422 4535 188
2010 6056 990
5252 6461 617
4564 2592 603
6629 2938 -913
6349 2302 -556
698 918 -828
879 7886 304
4899 207 237
8311 2684 947
2221 7642 -840
8949 3865 284
75 2082 789
7831 8258 -2
4289 4535 284
980 3099 978
6652 4526 368
2858 4930 -773
4794 7285 415
8636 2044 280
4378 8072 -335
8209 167 858
8700 2748 242
3804 8377 127
3288 1903 407
8306 8937 -824
3276 8833 816
5386 6494 -11
2775 6770 710
5660 2825 185
8168 3119 -857
5694 3649 -953
6750 6223 -336
7286 2761 -232
5889 5485 225
2207 712 405
6696 4203 -830
6459 104 -967
2734 9046 -490
567 4496 -835
8639 1313 645
1682 5718 394
6917 7962 552
279 6814 -473
8290 6272 867
1359 9056 833
5252 4201 -401
3205 293 -997
8178 653 -886
7329 7996 -208
6824 8402 426
7146 5703 887
4204 1022 972
3984 3354 687
1272 6030 -537
1872 3264 -392
6975 8542 -186
4664 4546 128
9062 4994 -775
2225 768 617
8903 8324 594
9094 4183 -12
1531 3232 964
6265 1181 743
9085 3370 -116
4646 2268 382
3444 6909 394
6360 8054 757
4093 8630 36
6716 8395 553
7019 2387 -848
1271 2390 202
7570 8413 -699
189 2276 619
2972 835 369
3774 1876 -59
4238 2821 -436
7776 815 -761
3434 2638 721
7517 9044 536
3459 1492 355
6445 6044 398
479 5795 650
6956 5778 -32
4096 941 31
8677 8216 -121
1560 3402 -834
3039 7445 721
606 7672 995
7976 5729 -664
1660 681 -81
2715 7779 -213
7324 9063 -141
7296 4111 398
2584 5859 605
5305 8179 793
8956 7513 411
1591 5356 -85
1106 8342 765
429 4636 696
1148 8295 988
4675 1475 437
2764 7410 452
2923 7516 -959
8864 8937 755
4718 9054 -582
4273 3011 657
2949 2291 -600
7883 2746 837
3791 7242 -606
1544 4699 -992
7356 3725 -417
9089 7149 -973
1122 480 383
8115 4147 792
7506 3694 810
1324 6073 -969
8054 4529 -716
2476 8559 -145
4141 6746 -570
8509 6832 -263
6200 7561 -981
8971 7205 -493
6720 8635 438
784 8904 723
5683 4061 -753
7620 3655 684
5192 1405 -781
2330 1336 710
8822 5230 456
7306 3272 599
6949 6415 330
6780 2223 585
3916 6532 777
3349 109 -219
6272 5243 -696
4303 151 128
6309 5290 564
652 5537 -132
2766 4379 114
1395 101 802
6683 6101 328
1546 31 -1000
7758 2714 -272
838 1295 390
4495 3006 -26
3730 9029 601
4623 7580 -962
6125 4177 422
1447 7633 265
2736 4518 -692
2677 1878 -798
6789 857 -435
3488 3489 -716
5008 2224 -396
5513 7904 -680
5567 1897 -627
6070 5813 -186
4333 229 720
2650 7470 -734
6146 7284 -502
934 2800 311
1914 8887 -868
2836 6435 -944
7929 1158 -746
7416 1312 602
1212 5545 814
4575 495 833
5868 2578 217
5780 6348 398
4390 6091 -818
8384 1631 -477
6695 8976 320
6904 2950 340
3030 2527 -588
4600 3144 -16
7613 4678 141
8414 3378 -925
3302 6451 -447
8274 7765 268
6249 5836 515
4964 5815 128
1234 3156 -231
3159 1839 627
6734 7431 275
1148 839 -91
2753 4535 -16
5738 8318 -603
5681 2348 407
5296 6487 -682
144 5164 -536
6829 6129 -655
2267 6969 -705
2021 5615 46
192 6520 -79
6393 8197 -218
712 1779 -621
6273 2827 -88
8830 7972 -922
3487 4239 -584
3946 6044 646
3971 2268 -367
3313 6099 -622
1918 3189 -891
8246 1533 -883
5388 8762 -372
6394 2436 -444
3938 5738 -97
2787 2473 797
2139 9041 113
1358 1565 910
5996 6674 -743
2663 3800 -268
2487 4318 -682
7911 4983 -227
6879 6525 -164
4754 6228 -535
6119 5001 704
3970 1521 142
5835 221 -297
8363 349 -557
4171 6814 -776
5237 1269 349
3947 6396 -985
8806 7665 931
5673 6425 -294
683 1028 618
489 920 -921
2686 1845 994
1874 5598 -42
2346 632 903
1453 8494 543
781 4719 -951
7883 5274 659
2333 1628 880
5078 6669 698
5480 7078 801
2954 5065 -529
1692 6279 444
5745 7058 332
5499 8226 -321
5748 7042 -660
466 1101 78
6757 1574 -577
5909 5582 124
845 5656 412
1015 7488 445
6917 3841 -790
5297 5549 -264
9091 4721 -198
6199 5597 -585
8226 8462 -16
4425 7936 15
2229 8426 444
7066 6544 -846
3215 7256 -919
3703 8770 -150
3555 2326 657
6269 6609 -617
2762 5828 407
180 2439 73
2867 7712 117
3671 8554 -785
2212 47 333
3075 8645 -423
8598 7925 -239
4985 199 666
5087 2831 -825
1774 1956 -688
973 3873 -473
7101 4861 -456
7094 4995 -62
6170 2580 -494
8545 6544 686
8318 2188 -615
6067 1641 287
2558 442 -809
4395 3989 327
9083 7470 -149
5742 5752 249
7465 3213 -936
2165 3381 -809
6283 1881 -707
7032 7379 -766
2090 71 -493
2599 8564 672
5825 7046 -440
2778 1824 858
8946 6479 -642
7464 5550 -230
529 7757 -551
3182 2325 -404
5758 8777 709
385 5433 -75
5636 8233 602
8082 8415 26
799 3437 -189
613 3522 645
7396 1968 139
6299 5682 497
5587 8460 -571
5619 4913 10
2324 8813 849
2331 871 416
1574 7623 -232
5823 872 -747
3718 1951 87
7761 2224 299
3988 4981 -429
7376 4299 710
1216 5542 -140
568 8676 -643
2662 3212 -284
3975 1321 -527
6006 4541 486
5317 7487 -349
8688 5175 -453
983 5065 -12
1483 8173 854
1245 7989 -955
4155 8222 869
7526 4969 426
4475 4192 -530
5877 2148 -955
5233 2355 -974
7372 635 962
4273 328 -772
5222 1828 763
6369 6232 783
8662 4626 -326
4786 1230 826
2901 7045 -19
6204 8819 -764
7340 8014 -825
7300 4783 -336
3084 4070 -776
8379 7257 -649
8725 7837 -202
1450 5999 52
5082 4329 113
3658 8197 -988
4875 5910 -157
7753 7370 252
7944 4270 -511
4541 4111 138
8033 5071 -510
3562 3916 -57
7517 3546 304
7014 410 -362
3647 6598 51
4172 5749 814
2649 3983 -485
7362 6703 903
8887 1140 -602
7291 7195 797
6462 5929 -472
2365 3458 -727
3630 624 -9
7058 6583 -747
4856 5517 -121
7117 7959 -98
2093 8942 160
7255 6249 896
4762 7521 828
3717 3810 -401
6894 3618 -24
2001 5235 -215
4735 4348 429
4269 5543 644
5227 8093 -30
8697 4650 -509
7107 987 665
1036 2806 722
7282 5827 -178
5974 1838 -972
1786 1189 -372
5996 8304 481
2083 1149 -311
5638 5420 -199
3068 1238 785
7299 5916 503
5747 1841 851
8327 1364 -375
5786 7926 82
8975 3518 -591
2412 1275 342
4415 6361 -335
8617 1989 -285
3686 7240 42
8284 8502 732
5466 414 303
1066 5961 -633
4079 3045 335
8245 400 954
4028 8966 853
6717 8323 906
497 1253 614
5589 4428 -705
8812 8925 909
3010 4732 -854
2645 4360 -391
1012 2443 -195
3030 2129 -176
8834 2350 350
4051 2681 687
5766 3533 104
5336 6960 -925
8845 360 -569
4761 1690 -943
990 3759 -516
72 4507 -892
3974 3176 -727
2217 2790 -357
2111 829 -674
6209 7708 -445
4440 8370 -917
3997 1066 -819
3666 3178 490
7464 8790 -150
8400 5146 533
5021 490 -570
1184 3004 106
2648 2074 282
5173 2499 526
970 5744 -437
7710 2110 920
1692 4213 -994
7859 8171 -503
1941 6844 657
6540 5242 149
7113 4605 156
6208 3275 -854
3127 2785 -378
3044 7370 559
7261 6562 -350
7183 6362 962
8134 4623 708
7080 8262 -142
6738 9003 664
5359 2813 256
8450 2216 171
7005 2948 562
1480 1004 -31
8156 5217 860
8524 6122 -981
1347 2170 550
7987 9031 -653
3059 2780 916
6463 5343 -692
4962 3314 -119
384 223 575
8904 6510 193
7314 8531 934
7700 4767 818
6924 6709 -329
2248 1292 -83
3920 5425 -781
2809 7880 502
6040 1519 -810
7998 5986 -540
4999 1402 -399
8000 1320 -847
4710 8542 -564
8580 8010 -796
3933 4831 963
5333 8382 -631
8075 7740 371
6128 5566 633
4540 5966 -455
23 5783 795
5384 4051 -905
7096 698 -760
1403 7801 -825
6016 2520 418
1722 4554 4
2327 5928 -35
6565 3994 722
4169 1659 381
2525 3201 -348
655 3373 560
447 2147 578
2613 282 342
4234 6286 -527
5583 2818 -723
1691 772 830
7026 5788 801
6180 2517 668
5875 4476 -369
4232 4047 494
1408 4794 317
4035 3067 -573
4411 3417 183
6087 7935 -510
4678 5205 486
2622 1352 797
7259 5072 -733
7445 4818 753
8477 1519 -253
7334 1779 654
8214 4508 -686
241 8317 925
668 7421 861
4855 8343 -227
4713 8000 923
76 5941 -464
8414 1354 618
6090 4893 958
4230 1413 -427
4025 8997 187
5236 7308 85
7891 167 434
5320 7637 -662
2103 9107 321
5779 4796 772
5597 339 409
8633 4824 353
6894 1595 701
6861 6159 709
501 4309 748
4852 8215 262
8078 5098 379
1944 657 381
2973 1772 512
6814 1713 -389
5058 5814 391
2349 988 948
8404 8156 242
1896 1843 -664
3540 1983 -342
6822 308 110
6689 3968 -688
2503 8379 -851
32 5761 -317
2677 6715 -947
7654 2729 279
6766 8126 71
2067 3096 453
5616 3714 571
2919 2756 -179
2319 6840 592
7359 7347 257
7531 8205 488
6290 3135 672
4731 5176 959
7076 7159 940
792 4883 439
5165 4270 -103
2863 5373 317
7248 8495 -551
3833 3169 -260
6207 5504 197
3704 2215 -594
2244 339 422
3497 1256 -577
3322 4949 -754
3763 4641 -52
5469 3525 -940
3127 5313 478
6939 9062 -140
7238 6559 76
1310 1182 -16
7395 3624 721
4562 1578 -113
360 7699 -846
4393 1316 -203
5263 7203 -447
2696 5143 661
8667 7505 -931
7455 2112 859
7012 5219 122
2429 1448 87
4060 8983 -731
3969 1035 -921
5387 3486 209
2446 368 383
7097 7938 673
150 2361 -523
8548 4959 511
4655 5499 -911
6800 3691 -760
5113 3213 374
8813 1545 -649
3470 3254 -397
835 2597 -870
8769 1171 -796
570 5188 192
7221 8617 885
7891 4803 -392
8166 4406 -806
8161 8408 899
8765 2072 -773
1207 5450 -766
5076 4953 882
3812 2048 377
3857 566 180
7252 6036 548
3735 3250 352
1638 8488 82
8219 3046 529
5500 3482 -976
7043 890 -877
5491 6832 700
6188 3219 458
5145 8914 363
6032 7965 182
2705 2545 617
8306 3900 623
90 4766 -847
5809 4718 -903
5359 4875 946
666 1477 -203
5948 8712 -993
450 1288 502
1430 2700 918
7503 6584 547
2709 7957 -733
7545 4305 -975
8068 8695 -601
5781 8871 -459
3118 4610 -226
900 1898 -230
4490 8484 157
4734 1230 -196
8291 1103 -383
1436 4807 0
989 7947 226
261 5406 -637
1350 626 598
1811 2015 -565
6400 7685 11
437 8179 -321
3962 5819 -314
1861 6989 49
7028 1028 -544
4861 6226 751
8520 6315 821
8061 1666 -82
3305 185 889
9071 5053 763
1144 1194 -744
3921 1548 795
8825 7286 387
3733 6860 626
8894 2887 -256
4840 8326 -361
62 1725 714
1316 1257 724
7768 7777 -435
8925 3490 -630
8261 4103 -582
7148 6961 -160
1462 1548 606
6596 8714 -768
7353 1228 146
1025 4552 694
3077 4567 -945
9109 5220 -955
8305 8227 265
2132 7808 879
8577 8106 726
1429 8507 799
65 8437 -241
8020 7796 549
6373 1922 -928
3117 6717 -719
7988 4817 947
926 5125 -486
8724 628 -30
2110 4780 513
7913 5800 27
6953 7859 -592
2113 4128 -442
2480 2527 -190
3502 8514 291
7309 1240 748
5049 74 -560
5536 805 88
593 6498 435
8461 3348 488
2096 2220 -702
6936 292 -862
4225 3182 -772
5704 7231 -831
2585 9002 -427
1962 79 -851
881 7218 -533
1376 5091 788
4741 6591 533
8362 7280 -572
5410 7972 692
2468 8447 -740
5763 3990 81
5074 8231 -323
271 715 695
2305 6732 -967
8131 8050 -116
4511 4135 720
7420 2281 -433
4878 8007 -954
5054 1412 239
1015 6254 -908
7051 3129 740
7133 5972 -454
1693 274 -608
749 1856 920
6726 4816 322
1949 1924 -472
8304 7681 803
6918 3824 0
4894 1344 20
1972 9032 -365
8824 8749 -597
689 5396 -197
7263 603 -873
8103 25 412
5870 2545 196
5373 3919 -169
976 2837 878
8390 4025 -226
5893 1561 71
4460 4731 809
4730 6852 429
8215 4883 -450
1871 2124 -642
8364 1208 750
6609 1582 583
6299 8767 -119
430 854 -388
1935 8892 499
6437 819 623
3453 1000 956
687 1088 -407
2176 3625 -295
3608 581 -612
3914 6985 -914
2503 3477 -871
1935 1906 538
5419 7518 604
2950 2412 -198
7665 1231 519
2115 4033 -284
3753 6137 778
7048 5574 -374
194 3752 55
3799 4119 688
8359 7169 917
5223 1499 -327
8425 4650 -693
6157 4916 -981
1774 5401 -242
5270 6481 -662
8236 8945 701
5687 7308 -449
6322 2408 387
7231 3556 474
6035 5330 -536
3654 6574 908
1188 8459 104
5160 1768 282
1127 6500 -625
4618 2591 649
6125 4584 -698
893 5939 975
335 1552 -356
2584 2950 -102
968 3136 -419
1739 5818 -693
7466 3405 -806
3114 3375 -853
6369 5414 911
6738 5312 -293
8045 1444 7
221 1902 665
387 2336 -680
8911 4810 401
6021 5050 -280
6121 7316 200
1573 5439 -364
5132 438 -509
6441 1710 -483
1485 4574 -912
3703 7757 -716
6188 4732 833
2947 3711 -914
366 7345 746
2583 4856 -989
7079 4290 400
2136 8014 -504
8220 4375 -186
6092 5065 -692
8600 241 -42
3617 4694 225
5750 4974 222
4947 268 981
3020 5675 433
3343 7612 778
4112 6613 -765
3356 5853 990
6452 4992 -575
5348 5653 -145
174 1812 992
180 2266 -473
8764 7172 -881
3816 4733 -173
8945 8901 -419
959 3154 352
1236 4312 272
7706 8149 734
8235 4732 -738
4373 2482 500
5473 6715 -968
2399 5258 959
4847 645 -263
3699 2205 208
1181 7828 889
6287 9103 841
3563 3229 903
2878 59 61
1565 3182 -434
2600 6451 -178
5150 8229 465
7777 7507 -439
6533 3300 -376
1977 4433 -392
8145 7916 376
139 4336 267
7125 2852 35
2164 2439 946
5666 5778 -629
1265 738 -196
5596 4199 184
4536 302 953
612 4265 485
123 2035 -503
7015 988 983
8562 7643 123
7620 6878 44
3281 6346 364
3372 7494 -488
239 730 451
7707 7903 108
6626 4205 -991
5027 8307 -290
6592 5569 446
1568 2936 957
6046 2623 20
2864 1149 921
2602 7424 466
2274 2680 305
3388 5027 881
3781 5049 241
3553 1037 -266
5734 8541 780
7828 7901 -280
5875 6563 -26
4869 5130 -983
4543 2164 27
703 896 372
912 8597 297
1523 3632 547
7237 861 -920
3655 6819 -654
3795 2798 858
4576 6510 351
1470 6306 -343
7038 5019 832
5279 4939 -497
7302 4748 -737
5461 1137 729
1697 2561 275
3668 4462 -289
3519 5715 680
5716 6947 -608
8038 7313 346
2207 2959 350
5836 742 680
5957 1844 723
7456 7129 -593
1372 6221 654
2489 94 -822
6419 4968 -146
4585 147 153
469 3791 288
3459 470 746
1377 2812 437
7788 7967 -195
4113 3343 687
6401 1227 -436
6600 968 -17
7637 4510 -809
694 2693 194
1291 7195 -958
2365 8653 -177
4240 3052 751
2028 6283 380
2606 6646 -196
4138 7032 202
3561 3807 -363
5203 2774 -9
331 94 -905
6377 8282 -514
8870 7379 506
4809 239 -473
7789 6608 527
2538 1540 -302
8563 3240 53
2765 2180 -209
1998 4805 948
718 8509 432
4359 103 -653
5297 4015 -878
4196 2924 184
3677 8958 589
4646 4235 142
1155 8443 -211
8875 8089 -809
8212 6669 -738
5316 4795 -523
6840 3880 -921
5447 391 156
559 2997 -260
1032 3643 229
2779 9102 480
6928 430 -866
8999 7894 -472
2727 6490 129
5969 8174 -882
2020 762 763
534 5544 -148
4577 5329 415
4595 2958 250
2635 4734 -988
2820 8050 -190
7300 3112 -72
3070 3354 342
1862 3281 369
6647 79 801
7780 64 -497
4243 5545 -396
5459 4440 741
36 4683 939
4395 1963 -544
6211 4285 -995
2524 1772 95
4320 8922 276
2861 4194 783
799 4733 -403
2993 910 394
2987 4265 -98
2136 8866 1
6545 5404 519
3601 5026 812
6502 1650 848
1575 2529 -383
8824 2730 -385
3595 974 388
7302 8325 -894
542 7563 -348
445 9104 788
3425 7482 960
4493 7963 630
5747 8658 -859
7605 6419 185
2858 6943 -850
2655 3199 -866
2661 8004 835
2089 386 120
8315 2852 -20
4422 5222 780
8048 4509 665
3494 4583 766
7110 6326 -430
4167 5335 260
390 2822 -846
8560 5312 152
387 6479 -594
4630 3186 765
589 7633 -295
8354 4535 -173
947 7151 65
6050 3032 -849
7131 8013 -11
1822 1585 -346
7277 8946 215
4765 6907 -141
8820 1699 291
7267 8940 864
1740 4664 392
8547 5697 540
690 4081 -74
1817 1275 341
7857 2846 -446
8333 6760 -557
6100 6299 579
123 3513 -307
1518 4255 -744
1183 7586 65
8792 5592 345
6834 7199 929
6543 5955 -879
3253 3775 -620
8458 5756 83
4456 8820 562
5529 8367 611
2895 2720 -151
74 1787 172
6412 6766 461
7680 4266 -213
486 4279 468
1306 1305 -551
7012 4296 -822
6795 4670 349
7688 6215 -705
5553 7182 766
4267 7505 -56
8318 1893 758
1400 3910 -135
9138 5155 -515
8761 2267 15
4627 4148 -869
7066 3591 -972
6158 427 -458
2336 8639 334
5167 6487 593
3036 6471 -314
7797 5029 349
1854 5078 -916
674 2865 -775
7551 8708 -900
3753 2669 -738
3922 3172 -399
6257 6246 -430
6975 4045 -49
3545 5948 953
7748 6242 568
6012 6797 -480
5221 4285 -569
8608 488 -582
4845 2339 -870
8998 4224 246
6845 99 -87
2542 9077 -26
6937 7599 -84
8622 2792 -713
3912 3406 328
3579 5491 -9
2852 8429 292
2589 765 -601
6335 6836 308
7587 1143 -570
5529 6709 260
7439 438 928
3923 4265 814
6669 1201 -275
6820 6111 -817
8119 5755 89
7782 4626 -701
3696 5036 -497
2686 7947 267
4230 4985 -198
4650 7639 -305
5076 7949 -612
6472 5745 -277
6480 840 -239
3652 4453 527
2512 8691 -662
7547 6859 274
3726 7130 -945
1899 1506 -363
8315 8810 991
4323 6475 -317
2277 484 -94
5780 4345 123
973 4863 265
3886 1313 788
6545 2063 961
3476 1978 -447
2743 6350 -335
2079 44 224
5803 8291 137
5281 7949 -95
5406 567 -66
5635 4117 -789
5201 6577 -90
8233 4673 236
2406 6057 518
4598 818 -208
3560 3323 -513
6991 3672 934
7931 3275 -443
2538 171 199
6309 260 -434
2412 5010 -350
8784 6215 -416
219 5776 -389
7640 1599 -129
3676 8423 536
3705 2006 -934
2164 2027 -782
6571 4928 837
2737 1829 610
684 6673 -191
465 7157 -138
121 6651 -583
7598 8458 574
1982 561 -280
82 7899 935
1940 3349 -945
466 6544 56
7927 3274 951
6602 6156 -876
6610 5373 -148
4635 7124 -613
2888 5272 824
7748 7102 636
879 4058 -596
6758 5154 857
3592 8544 -43
5597 8766 422
6324 5219 533
8589 4763 837
4839 2741 515
8180 3597 -814
1825 4413 886
1642 7118 227
7080 5229 254
8388 8544 -924
8179 8289 -701
1914 3737 -619
8608 1162 -623
5447 7130 -662
8354 1119 689
3185 2543 827
4577 1517 -834
7800 1274 -789
4064 3158 -483
8800 940 276
707 3303 607
5457 6338 538
8375 4209 -443
5782 915 -261
8310 2479 288
103 6626 229
637 5991 -400
6102 1469 -598
8289 8460 382
355 271 32
1328 2485 818
4848 6173 905
3636 2227 339
104 3211 -496
8452 3246 -744
995 6540 305
5688 1023 -128
7161 3985 -252
3109 4947 953
245 5846 -450
2757 3778 -565
627 6612 729
6775 8469 261
7274 5444 -702
4293 2175 -339
6962 2241 -218
2212 3652 585
5008 5720 856
7741 2543 371
3485 5023 -793
2312 6585 -27
7352 3103 -494
7791 7665 561
2204 7904 286
105 7783 -481
3416 720 -683
5866 7996 -863
4982 5325 -115
7415 6601 501
3865 3211 654
7432 7339 -307
212 1501 -330
1669 6024 -19
6060 1666 379
3252 911 702
3759 6534 170
1126 5090 -639
6210 8091 -35
5517 8892 -84
3204 3863 150
6599 4315 476
3642 4106 -674
195 7754 150
5343 8599 912
8526 7992 -803
5250 8468 -986
2765 5403 454
6072 2579 -50
7044 6938 460
2271 1219 -354
5539 2707 -413
8494 3658 60
5506 4268 -923
2452 2592 305
2809 5435 823
6639 8242 177
2248 7020 19
7212 381 -129
8854 3737 54
2670 5889 409
1971 5671 -393
2140 4977 567
2719 2270 875
1164 7716 561
9036 775 381
1353 2883 753
5743 5015 -324
5774 7352 60
4522 6007 -241
8136 395 -537
5275 5311 663
500 8937 477
3226 6791 279
2744 6593 129
9086 2676 536
6383 1919 360
2173 1107 164
804 7197 453
253 2983 144
359 1472 928
6102 270 -816
3394 4958 -796
5631 6468 -64
7344 5316 737
8944 7284 -806
2925 6824 -462
4597 2525 75
6595 3670 657
1439 3401 -514
3450 7723 757
4462 3384 -357
3894 2817 -941
4708 204 -400
4336 7348 -995
6858 3214 -646
4138 3083 462
1073 5851 -778
5231 9035 570
5503 4431 -897
1825 2544 -111
7627 6037 21
8038 8950 -538
7361 7637 305
2380 1417 847
9059 1411 -58
7151 8863 -162
3850 4388 -611
740 2310 -727
3221 4469 -200
3246 5913 150
8727 102 620
3646 1618 316
1468 2347 636
3594 2822 -393
4849 5777 -307
4191 2911 -485
8750 4893 -866
8435 2809 -861
4190 4991 -634
1217 63 831
4702 799 150
5834 7681 987
8830 4209 16
2580 1508 541
6905 8557 760
8709 6658 88
245 4917 -158
5419 6301 414
1711 877 396
4532 4534 -593
1333 257 -385
1720 7854 -429
1459 8221 677
8928 1960 540
5862 4406 858
1820 1252 -849
7435 821 689
2033 3156 -264
4070 5253 -638
635 6637 -311
7468 3867 818
6642 8437 -358
601 2154 -244
8044 6202 670
2683 3653 -645
7819 1341 367
5979 2447 314
521 6013 186
1251 8564 439
7265 3159 195
694 6090 80
7658 1162 -405
6256 7159 762
6581 8365 259
3055 2745 5
110 8370 -786
8198 1166 617
4921 1776 -266
2355 5220 465
8237 6756 -653
7654 2740 200
6539 1978 131
6195 4282 167
5662 644 981
2305 3880 -739
41 2881 514
7707 314 -460
347 3245 617
2581 1761 437
4639 2805 897
8433 420 -753
1199 4865 977
4820 3213 872
3053 2470 -995
4841 7155 -20
4327 2414 -587
1877 126 667
4563 7383 -445
3966 3687 239
5616 9082 -575
4690 1420 -986
7449 6908 699
5632 3206 -751
5115 2722 -315
5081 1963 257
1053 5681 255
7142 8016 846
8956 2541 -202
2062 2273 583
2512 6032 -475
3921 4241 16
1127 4474 456
4521 5143 842
3814 2379 652
1868 3119 779
5726 5906 920
1088 4900 -322
5843 4406 544
4799 5181 -163
1617 8276 -543
8434 5833 -286
4677 5806 -524
5739 1650 -196
8237 5468 939
2492 6496 572
12 7379 864
3963 5191 -322
7338 8237 508
2532 6925 -635
7390 4872 20
6677 7230 -970
1913 1409 249
9045 1515 388
1755 396 53
3500 7389 -280
6744 3419 806
1103 4673 -532
7895 5246 742
9037 3302 607
4399 6750 -546
804 93 -501
3470 4590 -451
3358 6332 -946
1195 9142 -632
5620 7787 -866
4964 7373 -786
6472 8484 951
8206 7861 -51
4629 8818 -843
4366 5565 154
4163 6331 -366
3397 6964 -350
254 3757 752
627 8045 586
1024 8811 -830
7990 5559 -664
370 56 -405
5045 354 -424
4431 7693 410
2714 6406 938
785 1260 894
5552 2228 -720
2239 8800 -710
8113 4568 730
8321 6694 -148
1890 7104 -295
1447 9059 822
2060 5021 546
1169 3520 -608
2998 2655 996
5682 5439 -938
5796 5050 -224
2234 7515 120
1759 3833 -50
5999 5671 405
2797 2641 -835
7992 7613 -912
4799 3298 535
4880 5913 978
1912 2674 387
3036 4999 -923
4561 7671 577
3687 3629 -982
7009 1168 -519
1292 8411 276
7728 7139 691
2094 8645 838
3802 9022 -167
4191 146 -281
6437 6886 804
6507 4768 -685
1543 1201 -599
2309 9117 -617
2065 5855 -970
6166 8568 753
1167 5329 -961
6416 6831 764
955 1660 -782
309 8414 -109
3024 5415 -42
7927 3440 -617
1367 6584 25
7682 7412 -400
8095 5607 670
8066 7394 617
4996 5209 -901
7494 1165 988
4122 326 -98
5193 5280 -881
1535 3573 -804
2630 6072 -581
7991 5214 196
4558 945 -306
1412 337 92
8357 2488 468
3880 5434 960
6534 4183 13
8810 7084 591
1506 6503 -716
1013 1915 596
3903 6016 896
6007 1338 -620
8169 4803 -130
5229 7010 537
8461 5655 97
2790 5144 632
4219 8930 -44
4271 6135 -795
1058 5950 -349
8285 6294 425
6904 8658 -871
7363 4652 178
2941 204 918
2683 8397 -878
4810 2582 -989
657 4236 -210
4165 6431 -504
5458 8629 -52
3822 2454 -609
2147 3763 347
4486 5646 -766
4310 6987 -129
4165 6502 998
1074 4857 547
8955 4025 582
5455 1648 -620
3865 7840 273
4654 6503 -190
9083 3509 -448
2965 5409 951
7245 5916 -633
1273 6911 -720
2329 8615 -801
5349 8290 129
1236 1943 753
